date,rees-0,cologne-0,andernach-0,trier-0,cochem-0,marburg-0,kaub-0,mainz-0,frankfurt-0,kleinheubach-0,steinbach-0,schweinfurt-0,worms-0,speyer-0,maxau-0,rockenau-0,lauffen-0,plochingen-0
2009-01-02,3114.388,2897.358,2826.569,592.279,670.245,0,2029.467,1943.836,393.872,340.387,252.188,0,1419.526,1057.311,929.253,234.669,0,0
2009-01-03,3101.962,2863.873,2770.276,582.507,650.476,0,1963.248,1851.086,374.663,317.287,237.808,0,1306.06,964.586,866.852,227.175,0,0
2009-01-04,3041.185,2773.086,2661.373,578.758,644.99,0,1855.915,1737.742,363.529,309.567,234.348,0,1229.358,914.161,832.644,235.05,0,0
2009-01-05,2921.03,2647.424,2531.326,548.539,628.12,0,1749.761,1642.339,348.571,299.285,224.131,0,1171.091,871.322,792.941,215.788,0,0
2009-01-06,2800.082,2508.365,2389.442,501.265,577.962,0,1655.494,1555.94,331.868,283.745,213.138,0,1102.605,818.557,743.021,199.72,0,0
2009-01-07,2665.072,2362.532,2246.678,464.442,533.898,0,1562.124,1465.777,315.861,272.2,208.315,0,1033.093,768.415,699.517,186.35,0,0
2009-01-08,2508.498,2220.506,2104.514,433.044,497.317,0,1466.412,1372.838,301.879,260.583,198.332,0,958.316,720.566,661.683,0,0,0
2009-01-09,2367.732,2080.843,1970.146,405.369,465.331,0,1370.611,1280.669,286.718,244.999,0,0,895.681,678.65,628.377,0,0,0
2009-01-10,2239.798,1950.285,1844.585,380.721,436.879,0,1281.467,1197.367,269.331,230.952,0,0,844.166,644.128,598.863,0,0,0
2009-01-11,2136.587,1831.03,1733.046,358.672,411.453,0,1205.032,1128.436,255.392,219.628,0,0,801.165,614.578,572.592,0,0,0
2009-01-12,1986.982,1726.826,1637.216,338.955,388.648,0,1141.306,1070.928,243.184,209.337,0,0,763.298,588.338,549.282,0,0,0
2009-01-13,1871.019,1637.154,1552.781,321.286,368.206,0,1083.538,1016.003,227.311,0,0,0,730.037,565.217,528.775,0,0,0
2009-01-14,1804.768,1578.3,1501.38,354.367,361.091,0,1036.289,969.286,212.164,0,0,0,703.397,549.012,519.241,0,0,0
2009-01-15,1806.154,1570.958,1506.899,409.713,434.274,0,1004.496,938.131,203.375,0,0,0,689.59,550.482,524.398,0,0,0
2009-01-16,1804.316,1586.039,1535.926,417.199,467.231,0,988.945,930.302,199.094,0,0,0,687.129,554.186,523.968,0,0,0
2009-01-17,1863.145,1619.753,1555.413,409.736,469.469,0,990.221,932.605,206.435,0,0,0,680.998,545.601,517.582,0,0,0
2009-01-18,1806.308,1611.748,1540.282,393.762,460.395,0,980.177,919.975,203.325,0,0,0,669.207,542.654,516.475,0,0,0
2009-01-19,1821.244,1579.73,1500.322,370.697,437.046,0,958.832,899.258,195.466,0,0,0,659.548,536.84,508.248,0,0,0
2009-01-20,1751.401,1530.369,1447.679,348.57,410.842,0,934.364,876.669,187.324,0,0,0,644.242,522.177,492.07,0,0,0
2009-01-21,1689.786,1473.533,1391.776,328.851,386.977,0,906.425,849.355,179.849,0,0,0,623.042,503.849,474.96,0,0,0
2009-01-22,1649.551,1414.289,1334.242,311.15,365.604,0,873.122,813.452,0,0,0,0,601.29,487.421,460.187,0,0,0
2009-01-23,1572.457,1354.938,1277.22,295.218,346.38,0,838.858,785.252,0,0,0,0,581.77,472.699,446.811,0,0,0
2009-01-24,1499.043,1298.627,1225.282,280.817,329.04,0,810.491,759.684,0,0,0,0,564.12,459.328,434.648,0,0,0
2009-01-25,1433.664,1247.631,1179.191,267.748,313.332,0,784.683,736.295,0,0,0,0,547.989,447.142,423.544,0,0,0
2009-01-26,1380.878,1201.704,1137.172,255.611,298.999,0,760.996,714.719,0,0,0,0,533.094,435.974,413.359,0,0,0
2009-01-27,1331.285,1159.785,1098.595,244.746,285.814,0,739.12,694.738,0,0,0,0,519.304,425.691,403.995,0,0,0
2009-01-28,1281.937,1121.372,1063.208,234.797,273.933,0,718.808,676.133,0,0,0,0,506.518,416.223,395.351,0,0,0
2009-01-29,1249.744,1086.092,1030.603,225.65,263.047,0,699.859,658.904,0,0,0,0,494.788,407.461,387.331,0,0,0
2009-01-30,1249.349,1077.076,1019.834,192.028,229.165,0,716.409,663.595,0,0,0,0,532.4,434.536,444.122,0,47.152,0
2009-01-31,1315.545,1133.438,1094.808,355.379,309.161,0,736.12,604.67,11.139,23.048,52.29,44.525,579.985,610.481,654.866,122.773,204.652,0
2009-02-01,1357.871,1278.139,1326.172,370.442,419.386,0,871.568,921.338,166.536,270.817,195.712,231.473,899.357,825.167,852.613,360.168,255.503,0
2009-02-02,1522.978,1620.307,1760.292,386.515,419.407,0,1369.415,1475.955,415.041,414.15,385.711,364.39,1297.839,961.87,1086.494,414.668,237.587,159.6
2009-02-03,1908.428,2176.968,2370.681,459.744,469.197,0,1951.601,2023.621,638.572,651.307,545.458,481.612,1605.165,1318.939,1682.449,488.961,381.285,231.433
2009-02-04,2480.473,2840.357,3035.668,541.6,560.245,0,2567.387,2637.957,812.528,790.151,641.949,531.49,2288.898,2133.113,2471.811,610.04,421.764,245.035
2009-02-05,3176.328,3646.595,3869.131,572.902,622.423,0,3347.955,3487.812,877.374,824.029,652.332,500.031,3156.393,2841.53,2909.302,609.461,416.272,235.578
2009-02-06,3790.704,4504.191,4744.95,565.059,622.315,0,4112.534,4196.119,857.229,779.688,602.795,436.662,3547.442,2980.489,2836.792,548.38,363.407,201.817
2009-02-07,4542.471,5064.631,5140.536,555.331,615.964,0,4415.955,4344.975,798.99,713.666,541.717,385.094,3384.054,2698.516,2486.435,475.431,310.678,0
2009-02-08,5114.008,5129.088,4999.89,530.291,602.211,0,4193.87,4049.634,734.524,653.455,491.491,347.604,3013.582,2372.154,2166.594,410.968,267.294,0
2009-02-09,5253.897,4839.821,4644.666,500.244,570.147,0,3829.295,3650.896,675.198,596.52,450.881,317.34,2666.933,2092.461,1887.501,362.408,235.546,0
2009-02-10,5041.405,4460.864,4238.952,476.92,546.029,0,3467.128,3289.566,616.011,545.45,415.258,292.286,2360.196,1828.114,1626.721,325.78,211.314,0
2009-02-11,4682.31,4069.431,3845.573,448.071,516.515,0,3091.863,2936.825,567.286,503.208,383.352,270.971,2075.854,1589.809,1408.257,286.916,0,0
2009-02-12,4310.716,3698.275,3506.395,429.373,486.32,0,2760.538,2616.661,524.382,463.88,356.332,253.085,1829.883,1396.725,1241.344,261.506,0,0
2009-02-13,3994.552,3372.55,3197.43,446.026,482.229,0,2483.996,2350.703,484.141,427.647,333.289,238.129,1641.026,1254.122,1135.899,245.339,0,0
2009-02-14,3755.896,3187.841,3030.202,553.742,542.83,0,2295.923,2168.718,460.878,401.611,314.593,224.945,1527.078,1182.648,1110.681,248.896,0,0
2009-02-15,3634.785,3175.009,3059.978,591.751,642.647,0,2231.36,2104.123,467.337,401.499,308.646,214.282,1485.456,1213.145,1210.379,232.694,159.092,0
2009-02-16,3598.973,3272.595,3203.029,745.856,799.366,0,2269.923,2166.571,510.377,442.226,325.449,239.655,1671.882,1408.319,1526.863,453.467,296.812,164.495
2009-02-17,3659.822,3514.309,3480.409,767.162,843.816,0,2510.511,2477.12,561.721,501.482,363.72,279.75,2147.951,1801.944,1902.531,524.464,411.671,225.249
2009-02-18,3860.709,3896.987,3979.592,797.139,871.751,0,2977.489,2969.032,622.038,555.399,401.405,285.527,2560.981,2075.546,2065.379,589.139,414.237,217.817
2009-02-19,4171.454,4325.185,4391.265,763.966,880.451,0,3363.722,3328.266,647.001,578.678,412.88,284.916,2749.874,2163.005,2051.227,548.348,364.018,188.208
2009-02-20,4485.761,4514.798,4476.886,651.506,771.722,0,3512.142,3434.255,639.98,570.187,410.677,280.648,2673.923,2037.941,1851.48,482.209,307.408,0
2009-02-21,4653.565,4457.456,4324.13,582.578,679.552,0,3440.404,3314.462,621.921,556.762,407.594,283.389,2440.474,1821.246,1649.389,420.51,262.519,0
2009-02-22,4622.785,4238.849,4039.253,541.109,621.762,0,3216.405,3069.973,602.483,540.846,402.544,284.08,2195.494,1657.391,1516.67,369.144,228.818,0
2009-02-23,4470.261,4011.529,3817.356,551.19,600.853,0,2981.896,2835.876,586.944,524.55,392.041,269.374,2015.053,1529.758,1395.747,341.895,218.7,0
2009-02-24,4286.701,3809.07,3664.338,593.619,642.152,0,2799.078,2663.503,579.281,514.037,377.535,253.541,1897.888,1434.814,1359.363,352.929,237.227,0
2009-02-25,4093.1,3665.093,3539.011,601.688,669.42,0,2671.16,2548.855,565.386,501.221,363.234,247.073,1859.713,1459.166,1470.117,357.89,233.666,0
2009-02-26,3923.052,3544.719,3435.142,577.423,650.151,0,2602.039,2504.036,544.17,483.718,353.121,243.014,1906.782,1572.859,1560.822,336.232,213.293,0
2009-02-27,3825.236,3512.529,3425.372,609.427,640.853,0,2625.005,2544.052,533.508,469.145,352.222,247.339,1971.959,1609.5,1553.091,327.56,214.157,0
2009-02-28,3840.761,3593.595,3535.829,678.71,723.361,0,2693.11,2605.199,538.45,482.536,363.864,268.768,2005.62,1622.236,1583.279,340.682,230.339,0
2009-03-01,3874.635,3673.519,3622.312,678.219,758.232,0,2729.919,2639.382,550.332,498.891,378.162,277.38,2027.905,1655.605,1580.361,331.649,212.85,0
2009-03-02,3896.452,3697.344,3621.176,624.759,718.112,0,2739.17,2644.168,550.917,498.207,379.832,277.191,2001.368,1594.172,1486.809,310.007,200.168,0
2009-03-03,3903.729,3656.633,3558.652,602.048,667.154,0,2702.13,2595.283,542.971,489.519,375.841,278.991,1917.078,1521.331,1441.511,294.177,190.967,0
2009-03-04,3900.478,3601.662,3497.558,637.651,686.06,0,2634.815,2518.191,536.535,484.115,374.662,281.918,1855.871,1495.556,1434.863,288.714,191.26,0
2009-03-05,3921.677,3592.3,3490.294,682.266,739.012,0,2584.255,2469.983,535.699,483.388,375.787,280.22,1828.716,1484.236,1397.919,279.591,0,0
2009-03-06,4006.101,3638.83,3523.547,629.354,718.151,0,2567.573,2444.919,547.239,490.516,379.416,276.409,1737.977,1423.908,1308.156,193.119,103.653,0
2009-03-07,4167.065,3748.663,3629.898,840.098,871.391,0,2568.635,2422.654,578.241,514.106,394.503,286.857,1681.84,1361.823,1288.56,301.323,209.706,0
2009-03-08,4381.621,3952.476,3883.038,984.604,1072.323,0,2608.835,2464.285,623.944,557.77,427.449,321.402,1780.31,1409.75,1416.762,347.238,235.525,0
2009-03-09,4520.542,4125.561,4045.587,980.436,1133.872,0,2690.947,2570.047,654.797,594.244,458.437,340.42,1881.229,1543.143,1494.314,345.535,219.428,0
2009-03-10,4605.589,4211.927,4063.414,876.794,1027.671,0,2777.509,2665.982,671.227,604.067,464.769,333.246,1937.494,1524.37,1390.661,334.493,219.309,0
2009-03-11,4617.196,4159.244,3998.066,781.437,925.946,0,2796.953,2671.303,660.039,590.678,451.285,322.613,1870.692,1423.83,1292.529,322.769,211.323,0
2009-03-12,4518.047,3999.222,3802.084,682.486,817.229,0,2707.872,2567.944,631.023,561.129,430.868,307.577,1757.954,1329.083,1207.703,302.782,195.784,0
2009-03-13,4321.054,3754.987,3570.731,621.438,731.38,0,2562.877,2421.092,596.975,530.953,408.053,290.242,1643.388,1242.794,1129.258,279.629,0,0
2009-03-14,4095.629,3521.114,3346.64,585.945,679.817,0,2415.97,2281.667,568.022,505.062,387.461,275.706,1543.916,1166.524,1065.852,271.239,0,0
2009-03-15,3901.777,3367.914,3221.951,610.715,669.652,0,2321.849,2188.736,562.554,498.472,379.98,271.107,1433.534,1119.644,1048.916,206.954,119.389,0
2009-03-16,3784.013,3334.786,3209.464,563.09,660.065,0,2290.72,2154.521,595.687,529.873,400.365,300.214,1441.406,1142.017,1143.065,354.524,255.685,0
2009-03-17,3786.438,3465.204,3354.243,749.699,784.871,0,2415.974,2312.75,671.867,609.052,462.933,359.929,1675.028,1304.307,1453.477,434.197,292.42,0
2009-03-18,4036.824,3917.275,3944.425,926.458,991.309,0,2811.683,2721.652,810.942,740.63,551.468,425.852,2056.084,1752.839,1983.428,506.56,333.8,0
2009-03-19,4552.141,4657.811,4731.142,1057.058,1179.765,0,3361.769,3283.66,922.932,832.536,604.382,438.687,2590.295,2261.672,2234.791,506.362,304.738,0
2009-03-20,5193.797,5307.703,5296.483,1083.852,1233.204,0,3842.228,3748.265,955.766,841.931,594.959,402.367,2828.731,2237.713,1996.011,457.271,267.453,0
2009-03-21,5707.485,5696.558,5641.85,1188.558,1287.722,0,3979.801,3875.476,941.498,812.759,565.975,371.653,2660.938,1980.424,1753.229,431.488,257.692,0
2009-03-22,6060.04,5981.994,5850.395,1361.058,1511.491,0,4025.441,3734.052,932.596,802.541,555.524,370.408,2457.396,1840.55,1674.704,432.366,262.326,0
2009-03-23,6344.05,5980.595,5764.704,1343.231,1569.882,0,3806.877,3521.945,905.476,787.664,549.002,369.494,2327.385,1754.481,1585.355,416.55,249.353,0
2009-03-24,6304.207,5678.665,5374.704,1181.718,1399.425,0,3554.151,3317.5,861.298,750.67,529.708,357.689,2190.138,1627.157,1459.112,393.593,240.155,0
2009-03-25,5988.546,5203.138,4866.529,1023.462,1216.162,0,3302.137,3093.385,808.76,709.411,504.307,344.032,2032.365,1503.566,1351.43,365.882,221.821,0
2009-03-26,5637.872,4819.596,4583.587,966.065,1091.929,0,3156.289,2959.266,795.176,697.762,502.228,333.718,1933.003,1414.124,1298.687,383.062,250.015,0
2009-03-27,5415.348,4868.022,4725.111,1132.507,1192.644,0,3147.892,3025.315,898.018,804.859,578.717,415.611,1934.985,1466.395,1445.04,370.691,301.744,151.026
2009-03-28,5538.806,5252.267,5178.062,1333.409,1461.754,0,3460.761,3262.876,1079.707,1009.806,729.489,571.58,2113.781,1731.485,1729.275,428.037,458.668,227.352
2009-03-29,5945.197,5683.583,5603.322,1341.201,1539.405,95.337,3803.042,3663.411,1262.2,1188.046,862.111,632.123,2456.104,1966.622,1857.284,525.019,491.608,252.937
2009-03-30,6421.924,6039.055,5904.968,1228.893,1445.352,115.857,4183.123,4053.13,1388.961,1251.021,902.807,625.463,2662.027,2014.721,1898.73,562.898,535.699,287.925
2009-03-31,6710.496,6203.089,6034.762,1088.425,1293.559,110.527,4363.808,4182.865,1344.426,1188.168,862.756,594.714,2736.729,2118.869,2133.247,555.944,515.942,279.242
2009-04-01,6748.144,6124.688,5894.786,948.352,1130.528,0,4344.784,4177.228,1254.148,1107.917,830.16,612.833,2870.603,2385.546,2337.259,501.036,453.284,239.75
2009-04-02,6600.562,5928.111,5702.038,830.708,986.781,0,4333.261,4192.541,1165.159,1039.321,792.663,572.021,2995.963,2372.153,2187.112,564.048,388.163,203.248
2009-04-03,6343.098,5690.875,5471.873,745.258,876.913,0,4264.319,4127.549,1069.738,950.491,713.506,493.857,2874.918,2135.645,1917.342,513.477,331.259,0
2009-04-04,6043.409,5370.017,5144.832,686.275,800.769,0,4057.999,3857.988,966.383,852.453,633.045,442.206,2566.113,1890.253,1688.723,445.901,287.487,0
2009-04-05,5681.711,4962.019,4723.758,634.189,741.262,0,3696.97,3477.652,869.823,769.788,573.901,405.851,2284.509,1684.433,1518.15,396.623,255.367,0
2009-04-06,5267.383,4529.234,4280.185,595.339,692.156,0,3319.858,3136.983,797.308,710.54,531.8,379.106,2068.329,1545.127,1421.127,361.645,232.21,0
2009-04-07,4842.814,4134.999,3924.24,560.799,651.341,0,3031.173,2873.141,742.869,665.475,498.527,357.488,1921.561,1462.837,1364.707,335.262,215.475,0
2009-04-08,4468.521,3857.51,3680.965,529.811,614.782,0,2820.026,2686.432,697.836,626.334,470.597,338.633,1823.847,1408.896,1332.252,313.945,201.751,0
2009-04-09,4180.125,3628.237,3469.48,502.278,582.122,0,2670.685,2548.745,657.373,586.076,446.335,321.862,1757.345,1384.508,1326.06,292.285,0,0
2009-04-10,3969.697,3443.666,3307.888,480.502,554.219,0,2554.761,2446.385,617.428,554.151,426.681,310.877,1719.929,1381.393,1351.55,277.51,0,0
2009-04-11,3785.724,3312.197,3197.116,465.256,534.818,0,2484.369,2388.823,593.392,534.649,413.886,305.155,1721.022,1424.033,1420.524,268.317,0,0
2009-04-12,3631.827,3246.307,3139.008,448.156,519.389,0,2460.258,2377.566,578.532,522.783,406.443,303.142,1757.421,1478.612,1432.369,261.206,0,0
2009-04-13,3520.357,3195.007,3106.702,432.618,498.82,0,2458.213,2378.869,567.572,514.643,400.866,297.608,1722.904,1454.385,1389.586,183.973,97.723,0
2009-04-14,3445.025,3159.81,3071.94,424.246,486.684,0,2433.534,2347.118,563.39,510.544,396.558,296.966,1704.426,1456.776,1473.447,279.037,197.082,0
2009-04-15,3394.636,3127.805,3042.193,413.84,476.62,0,2432.705,2368.608,558.251,507.919,395.905,300.752,1838.479,1582.378,1604.387,286.5,0,0
2009-04-16,3369.645,3135.195,3076.711,401.599,462.911,0,2510.319,2467.184,555.293,506.252,396.243,298.317,1929.841,1640.276,1568.066,277.476,0,0
2009-04-17,3366.013,3170.197,3128.387,387.146,449.236,0,2577.201,2521.724,548.431,499.359,390.539,292.595,1917.467,1562.985,1466.25,263.441,0,0
2009-04-18,3361.329,3189.543,3119.185,370.166,430.482,0,2557.672,2480.494,534.531,485.053,379.512,282.657,1828.409,1486.889,1415.362,246.782,0,0
2009-04-19,3341.202,3127.389,3034.149,355.049,412.453,0,2472.041,2382.546,514.733,462.069,365.359,270.698,1749.307,1439.847,1371.208,233.498,0,0
2009-04-20,3288.689,3018.658,2915.707,341.192,396.082,0,2368.786,2282.384,488.041,438.518,349.945,259.298,1684.473,1385.473,1304.396,221.572,0,0
2009-04-21,3184.495,2900.612,2788.536,328.361,380.947,0,2272.662,2188.85,465.799,419.091,335.1,248.432,1611.329,1312.707,1222.024,210.736,0,0
2009-04-22,3048.105,2776.218,2674.579,316.463,366.93,0,2175.151,2090.695,444.752,399.09,321.247,238.575,1524.482,1229.95,1137.334,200.889,0,0
2009-04-23,2950.045,2665.476,2569.067,312.313,355.357,0,2080.297,1997.426,431.741,386.096,312.406,230.73,1442.552,1155.081,1094.278,203.068,0,0
2009-04-24,2826.96,2574.482,2483.036,312.318,355.293,0,2003.153,1925.776,431.226,387.927,316.227,250.128,1403.097,1144.652,1148.072,222.121,0,0
2009-04-25,2754.692,2519.359,2442.626,316.354,353.872,0,1974.639,1915.339,443.69,409.222,339.764,280.921,1433.357,1216.452,1244.797,222.153,0,0
2009-04-26,2725.558,2527.009,2473.283,321.322,363.895,0,2019.724,1979.757,476.421,443.32,368.457,294.559,1516.695,1308.861,1340.397,237.377,0,0
2009-04-27,2717.993,2570.128,2540.039,309.559,361.083,0,2104.717,2077.129,497.807,462.122,380.893,300.848,1611.732,1405.904,1404.644,225.207,0,0
2009-04-28,2742.091,2633.397,2610.117,293.535,343.258,0,2190.855,2160.512,502.016,461.336,379.329,292.59,1659.313,1416.906,1343.18,211.345,0,0
2009-04-29,2826.382,2678.168,2644.932,282.634,328.642,0,2228.245,2180.54,492.25,448.294,366.413,277.641,1621.467,1334.25,1226.317,200.748,0,0
2009-04-30,2805.454,2676.265,2617.719,278.518,317.867,0,2191.798,2123.285,474.087,428.085,348.893,263.663,1534.802,1252.473,1274.757,195.419,0,0
2009-05-01,2820.155,2626.339,2553.064,288.684,318.216,0,2124.482,2053.845,453.815,406.977,332.475,251.976,1558.855,1438.474,1690.047,193.455,0,0
2009-05-02,2814.236,2601.579,2552.99,301.03,332.636,0,2153.384,2127.102,432.439,388.134,318.017,241.37,1876.442,1938.576,2140.61,194.056,0,0
2009-05-03,2759.739,2713.488,2740.129,297.612,338.724,0,2406.684,2444.741,412.364,368.935,304.871,231.886,2328.595,2296.424,2414.743,198.1,0,0
2009-05-04,2928.625,2992.56,3069.449,283.769,328.026,0,2795.555,2842.746,394.642,354.121,293.075,223.757,2674.195,2605.661,2699.151,188.915,0,0
2009-05-05,3189.961,3338.835,3410.771,271.028,312.882,0,3119.735,3142.94,379.826,340.784,282.484,215.211,2907.21,2798.195,2757.143,0,0,0
2009-05-06,3440.171,3585.161,3625.685,260.603,300.469,0,3303.245,3290.182,366.506,328.567,272.331,207.109,2905.46,2644.778,2482.071,0,0,0
2009-05-07,3648.144,3677.62,3653.628,250.94,289.422,0,3277.646,3211.39,352.962,315.624,260.634,0,2657.856,2316.467,2134.888,0,0,0
2009-05-08,3737.144,3589.058,3493.428,241.865,279.067,0,3061.02,2956.121,337.698,299.993,245.89,0,2358.6,2039.181,1889.25,0,0,0
2009-05-09,3682.766,3353.229,3225.296,233.545,269.424,0,2779.031,2668.037,322.423,286.182,234.334,0,2118.918,1835.955,1707.268,0,0,0
2009-05-10,3487.113,3084.05,2917.987,186.471,233.465,0,2508.988,2389.182,313.324,277.13,229.574,0,1805.495,1682.42,1597.486,71.446,0,0
2009-05-11,3219.471,2807.895,2666.155,313.281,280.708,0,2287.223,2185.405,314.173,279.248,233.199,0,1776.01,1658.024,1701.56,179.066,0,0
2009-05-12,2911.438,2679.242,2610.856,288.95,339.069,0,2209.265,2163.12,305.38,271.578,222.238,0,1902.333,1812.172,1809.172,0,0,0
2009-05-13,2754.817,2663.643,2627.863,261.273,305.767,0,2258.182,2236.528,293.759,258.981,211.614,0,1953.326,1760.648,1623.972,0,0,0
2009-05-14,2742.749,2666.873,2629.701,251.417,286.696,0,2273.547,2227.355,281.902,248.892,204.558,0,1834.837,1565.018,1431.132,0,0,0
2009-05-15,2801.903,2624.564,2557.837,243.936,278.53,0,2177.868,2100.859,271.912,239.517,0,0,1664.64,1420.366,1317.915,0,0,0
2009-05-16,2703.41,2513.112,2415.499,234.131,269.482,0,2026.876,1942.543,261.918,231.08,0,0,1530.914,1307.836,1207.937,0,0,0
2009-05-17,2620.676,2369.253,2262.013,225.337,258.677,0,1882.946,1804.28,253.795,223.97,0,0,1416.768,1203.609,1113.544,0,0,0
2009-05-18,2486.139,2228.314,2119.73,217.908,250.69,0,1757.578,1683.599,246.381,217.246,0,0,1315.627,1117.392,1040.052,0,0,0
2009-05-19,2326.447,2091.857,1993.948,209.849,242.155,0,1646.751,1577.65,239.32,210.825,0,0,1230.935,1047.317,978.706,0,0,0
2009-05-20,2196.472,1976.597,1885.282,202.876,233.768,0,1550.551,1485.456,229.213,0,0,0,1161.05,987.016,926.701,0,0,0
2009-05-21,2070.958,1877.467,1790.443,196.771,226.67,0,1467.02,1406.015,221.5,0,0,0,1097.368,936.195,885.582,0,0,0
2009-05-22,2001.582,1784.288,1704.179,190.838,220.218,0,1394.282,1336.684,214.793,0,0,0,1045.963,897.155,853.515,0,0,0
2009-05-23,1885.915,1703.671,1629.288,185.074,213.662,0,1330.71,1276.742,207.678,0,0,0,1004.625,861.902,820.294,0,0,0
2009-05-24,1833.904,1635.531,1565.48,179.766,207.512,0,1276.825,1226.14,201.968,0,0,0,964.366,826.893,789.468,0,0,0
2009-05-25,1761.377,1573.822,1508.553,174.803,201.774,0,1228.656,1179.782,196.735,0,0,0,928.527,799.194,765.171,0,0,0
2009-05-26,1701.338,1527.027,1466.64,180.83,197.261,0,1193.447,1149.306,194.271,0,0,0,913.606,782.426,763.623,0,0,0
2009-05-27,1708.205,1518.85,1470.297,206.014,210.168,0,1196.993,1164.873,205.99,0,0,0,945.358,822.113,867.302,0,0,0
2009-05-28,1735.178,1554.894,1518.483,227.572,241.223,0,1223.902,1188.198,172.742,50.2,0,0,1034.523,952.833,1020.061,0,0,0
2009-05-29,1764.618,1603.908,1581.294,219.016,256.266,0,1285.117,1278.823,189.469,203.703,0,0,1136.149,1057.828,1073.561,0,0,0
2009-05-30,1766.471,1662.758,1658.072,196.186,237.378,0,1385.085,1380.947,211.807,0,0,0,1183.196,1076.338,1013.08,0,0,0
2009-05-31,1780.63,1717.848,1698.336,184.314,217.366,0,1422.418,1391.602,190.987,0,0,0,1162.137,995.416,910.135,0,0,0
2009-06-01,1801.95,1726.835,1681.516,177.867,207.108,0,1398.883,1349.574,0,0,0,0,1085.896,917.742,868.062,0,0,0
2009-06-02,1828.767,1688.137,1621.507,0,0,0,1334.918,1278.317,0,0,0,0,1022.055,886.766,855.506,0,0,0
2009-06-03,1775.488,1623.214,1548.148,0,0,0,1268.686,1215.982,0,0,0,0,988.121,867.656,837.438,0,0,0
2009-06-04,1718.396,1518.021,1331.28,164.761,0.391,0,1227.163,1184.203,0,0,0,0,975.89,860.761,860.808,0,0,0
2009-06-05,1629.154,1405.709,1333.867,223.82,153.657,0,1219.757,1184.618,0,0,0,0,1006.46,927.293,1010.851,0,0,0
2009-06-06,1652.477,1460.343,1475.34,205.717,231.734,0,1263.484,1239.859,0,0,0,0,1110.311,1088.925,1180.995,0,0,0
2009-06-07,1746.212,1608.612,1627.172,338.197,311.824,0,1351.364,1337.547,0,0,0,0,1250.288,1216.151,1228.508,0,0,0
2009-06-08,1805.161,1760.381,1800.373,307.461,362.83,0,1441.265,1432.434,0,0,0,0,1323.594,1233.014,1174.822,0,0,0
2009-06-09,1896.403,1880.114,1882.144,279.162,327.82,0,1504.252,1481.919,0,0,0,0,1306.143,1159.763,1067.745,0,0,0
2009-06-10,2027.408,1913.388,1863.424,294.808,311.774,0,1453.949,1316.672,2.57,0,0,0,1253.587,1070.34,1004.878,0,0,0
2009-06-11,2056.864,1892.834,1826.079,320.141,349.037,0,1403.658,1378.507,173.713,0,0,0,1208.548,1047.351,1047.064,0,0,0
2009-06-12,2044.44,1879.496,1840.227,301.406,353.164,0,1440.32,1393.042,0,0,0,0,1182.442,1091.778,1081.222,0,0,0
2009-06-13,2000.094,1867.811,1817.774,274.291,323.812,0,1411.155,1364.1,0,0,0,0,1189.997,1077.988,1015.312,0,0,0
2009-06-14,1974.022,1830.89,1769.761,257.42,300.808,0,1392.67,1350.383,0,0,0,0,1156.625,1014.675,944.065,0,0,0
2009-06-15,1960.124,1782.648,1719.945,242.61,283.298,0,1358.036,1307.197,0,0,0,0,1090.49,943.48,872.989,0,0,0
2009-06-16,1920.624,1714.362,1632.703,175.28,238.303,0,1306.715,1246.914,0,0,0,0,1020.8,872.924,819.686,0,0,0
2009-06-17,1868.909,1661.338,1592.55,334.847,272.007,0,1272.899,1208.718,0,0,0,0,979.446,849.926,845.671,0,0,0
2009-06-18,1829.963,1690.412,1669.973,354.235,399.137,0,1245.277,1176.105,0,0,0,0,982.005,897.793,898.419,0,0,0
2009-06-19,1811.057,1708.088,1669.973,317.217,381.226,0,1209.223,1153.028,0,0,0,0,997.826,908.563,859.676,0,0,0
2009-06-20,1837.54,1681.402,1620.108,289.501,344.132,0,1194.339,1147.059,0,0,0,0,979.11,851.931,809.189,0,0,0
2009-06-21,1815.188,1634.219,1569.64,272.415,320.461,0,1171.183,1117.14,0,0,0,0,934.976,829.435,799.339,0,0,0
2009-06-22,1712.829,1579.214,1513.688,257.057,302.163,0,1131.431,1076.259,0,0,0,0,906.169,802.904,760.792,0,0,0
2009-06-23,1663.717,1521.653,1455.302,242.884,285.498,0,1091.713,1038.886,0,0,0,0,869.48,760.368,722.151,0,0,0
2009-06-24,1618.644,1466.528,1402.52,232.732,270.756,0,1055.328,1004.886,0,0,0,0,835.298,731.321,702.904,0,0,0
2009-06-25,1569.183,1411.212,1338.892,162.511,232.788,0,1032.25,984.822,0,0,0,0,821.869,720.448,703.648,0,0,0
2009-06-26,1535.963,1363.595,1300.445,269.341,239.798,0,1020.314,973.922,0,0,0,0,823.01,734.284,717.714,0,0,0
2009-06-27,1508.441,1363.297,1340.15,253.481,298.589,0,1007.695,964.804,0,0,0,0,823.489,732.338,701.455,0,0,0
2009-06-28,1500.736,1392.783,1366.281,258.032,280.555,0,1020.551,987.688,0,0,0,0,815.73,703.93,673.403,0,0,0
2009-06-29,1534.819,1430.277,1398.677,282.079,307.214,0,1045.322,1000.547,0,0,0,0,824.209,711.421,710.535,0,0,0
